stasiun_id,horizon,definition,method,tp,fp,fn,f1,csi,pod,far,n_obs_hours
179,24,p95,lstm,337,62,4856,0.12052932761087268,0.06412940057088487,0.064895051030233,0.15538847117794485,5193
179,24,p95,persistence,4682,320,511,0.9184894556154978,0.8492653727553057,0.9015983054111304,0.06397441023590564,5193
179,24,rise,lstm,138,32,646,0.2893081761006289,0.16911764705882354,0.1760204081632653,0.18823529411764706,784
179,24,rise,persistence,434,169,350,0.6258111031002163,0.45540398740818466,0.5535714285714286,0.2802653399668325,784
179,24,siaga3,lstm,0,0,681,0.0,0.0,0.0,,681
179,24,siaga3,persistence,459,120,222,0.7285714285714285,0.5730337078651685,0.6740088105726872,0.20725388601036268,681
181,1,p95,lstm,4441,254,875,0.8872240535411048,0.7973070017953321,0.8354025583145221,0.05410010649627263,5316
181,1,p95,persistence,4702,512,614,0.8930674264007598,0.8067947838023336,0.8844996237772762,0.09819716148830072,5316
181,1,rise,lstm,91,43,927,0.1579861111111111,0.08576814326107446,0.0893909626719057,0.3208955223880597,1018
181,1,rise,persistence,419,534,599,0.42516489091831555,0.2699742268041237,0.41159135559921417,0.5603357817418678,1018
181,1,siaga3,lstm,0,0,947,0.0,0.0,0.0,,947
181,1,siaga3,persistence,652,252,295,0.7044840626688277,0.5437864887406172,0.6884899683210137,0.27876106194690264,947
181,6,p95,lstm,538,0,4767,0.18415197672428546,0.10141376060320452,0.10141376060320452,0.0,5305
181,6,p95,persistence,3833,1378,1472,0.7289844047166223,0.5735448152027532,0.7225259189443921,0.26444060640951833,5305
181,6,rise,lstm,5,0,1046,0.00946969696969697,0.004757373929590866,0.004757373929590866,0.0,1051
181,6,rise,persistence,135,827,916,0.13412816691505217,0.07188498402555911,0.12844909609895339,0.8596673596673596,1051
181,6,siaga3,lstm,0,0,946,0.0,0.0,0.0,,946
181,6,siaga3,persistence,315,589,631,0.34054054054054056,0.20521172638436483,0.33298097251585623,0.6515486725663717,946
181,12,p95,lstm,770,10,4517,0.2538322070215922,0.14536530111383802,0.14564024966899944,0.01282051282051282,5287
181,12,p95,persistence,3373,1816,1914,0.6439480717831233,0.47486977333521047,0.6379799508227728,0.3499710926960879,5287
181,12,rise,lstm,22,0,1044,0.04044117647058824,0.020637898686679174,0.020637898686679174,0.0,1066
181,12,rise,persistence,142,856,924,0.1375968992248062,0.07388137356919876,0.13320825515947468,0.8577154308617234,1066
181,12,siaga3,lstm,0,0,945,0.0,0.0,0.0,,945
181,12,siaga3,persistence,211,692,734,0.22835497835497837,0.12889431887599268,0.22328042328042327,0.7663344407530454,945
181,24,p95,lstm,139,22,5129,0.05120648369865537,0.026275992438563326,0.026385725132877753,0.13664596273291926,5268
181,24,p95,persistence,4533,630,735,0.8691400632729365,0.7685656154628687,0.8604783599088838,0.12202208018593841,5268
181,24,rise,lstm,39,8,1058,0.06818181818181818,0.03529411764705882,0.03555150410209663,0.1702127659574468,1097
181,24,rise,persistence,265,673,832,0.26044226044226043,0.1497175141242938,0.2415679124886053,0.7174840085287847,1097
181,24,siaga3,lstm,0,0,944,0.0,0.0,0.0,,944
181,24,siaga3,persistence,535,360,409,0.5818379554105492,0.4102760736196319,0.5667372881355932,0.4022346368715084,944
184,1,p95,lstm,3699,48,779,0.8994528875379939,0.8172779496243924,0.8260384100044663,0.012810248198558846,4478
184,1,p95,persistence,4199,229,279,0.9429598023804177,0.8920756320373912,0.9376953997320232,0.0517163504968383,4478
184,1,rise,lstm,50,9,373,0.2074688796680498,0.11574074074074074,0.1182033096926714,0.15254237288135594,423
184,1,rise,persistence,289,130,134,0.6864608076009501,0.5226039783001808,0.6832151300236406,0.31026252983293556,423
184,1,siaga3,lstm,0,0,552,0.0,0.0,0.0,,552
184,1,siaga3,persistence,461,88,91,0.8374205267938238,0.7203125,0.8351449275362319,0.16029143897996356,552
184,6,p95,lstm,421,24,4028,0.17204740498569676,0.09412027721886877,0.09462800629354912,0.05393258426966292,4449
184,6,p95,persistence,3562,868,887,0.8023426061493412,0.6699266503667481,0.800629354911216,0.19593679458239277,4449
184,6,rise,lstm,25,8,410,0.10683760683760683,0.056433408577878104,0.05747126436781609,0.24242424242424243,435
184,6,rise,persistence,14,421,421,0.03218390804597701,0.016355140186915886,0.03218390804597701,0.967816091954023,435
184,6,siaga3,lstm,0,0,550,0.0,0.0,0.0,,550
184,6,siaga3,persistence,130,419,420,0.23657870791628755,0.13415892672858618,0.23636363636363636,0.7632058287795993,550
184,12,p95,lstm,535,25,3876,0.2152484409575538,0.12060414788097384,0.12128768986624348,0.044642857142857144,4411
184,12,p95,persistence,3266,1130,1145,0.7416827523560804,0.5894242916441076,0.7404216730900023,0.2570518653321201,4411
184,12,rise,lstm,26,10,391,0.11479028697571744,0.06088992974238876,0.06235011990407674,0.2777777777777778,417
184,12,rise,persistence,3,454,414,0.006864988558352402,0.003444316877152698,0.007194244604316547,0.9934354485776805,417
184,12,siaga3,lstm,0,0,542,0.0,0.0,0.0,,542
184,12,siaga3,persistence,3,546,539,0.005499541704857928,0.0027573529411764708,0.005535055350553505,0.994535519125683,542
184,24,p95,lstm,2413,36,1928,0.7107511045655376,0.5512908384738405,0.5558627044459802,0.014699877501020826,4341
184,24,p95,persistence,4072,256,269,0.9394393817049256,0.8857950837502719,0.9380327113568302,0.059149722735674676,4341
184,24,rise,lstm,22,10,396,0.09777777777777778,0.0514018691588785,0.05263157894736842,0.3125,418
184,24,rise,persistence,255,135,163,0.6311881188118812,0.46112115732368897,0.6100478468899522,0.34615384615384615,418
184,24,siaga3,lstm,0,0,529,0.0,0.0,0.0,,529
184,24,siaga3,persistence,418,121,111,0.7827715355805244,0.6430769230769231,0.7901701323251418,0.22448979591836735,529
187,1,p95,lstm,5588,80,131,0.981470097479582,0.9636144162786687,0.977093897534534,0.014114326040931546,5719
187,1,p95,persistence,5472,219,247,0.9591586327782646,0.9215223981138431,0.9568106312292359,0.03848181338956247,5719
187,1,rise,lstm,144,11,414,0.40392706872370265,0.2530755711775044,0.25806451612903225,0.07096774193548387,558
187,1,rise,persistence,407,149,151,0.7307001795332136,0.5756718528995757,0.7293906810035843,0.26798561151079137,558
187,1,siaga3,lstm,0,0,605,0.0,0.0,0.0,,605
187,1,siaga3,persistence,515,90,90,0.8512396694214877,0.7410071942446043,0.8512396694214877,0.1487603305785124,605
187,6,p95,lstm,4520,96,1187,0.8757144241015209,0.7789074616577633,0.7920098125109515,0.02079722703639515,5707
187,6,p95,persistence,4659,1034,1048,0.8173684210526316,0.6911437472185136,0.8163658664797617,0.1816265589320218,5707
187,6,rise,lstm,67,4,484,0.21543408360128619,0.12072072072072072,0.12159709618874773,0.056338028169014086,551
187,6,rise,persistence,33,528,518,0.05935251798561151,0.030583873957367932,0.05989110707803993,0.9411764705882353,551
187,6,siaga3,lstm,0,0,603,0.0,0.0,0.0,,603
187,6,siaga3,persistence,133,472,470,0.22019867549668873,0.12372093023255815,0.22056384742951907,0.7801652892561983,603
187,12,p95,lstm,5457,554,234,0.9326610835754572,0.8738190552441953,0.9588824459673169,0.09216436533022791,5691
187,12,p95,persistence,4479,1192,1212,0.788417532124626,0.6507336917041987,0.7870321560358461,0.21019220596014812,5691
187,12,rise,lstm,99,15,472,0.28905109489051095,0.1689419795221843,0.1733800350262697,0.13157894736842105,571
187,12,rise,persistence,12,598,559,0.02032176121930567,0.010265183917878529,0.021015761821366025,0.980327868852459,571
187,12,siaga3,lstm,0,0,603,0.0,0.0,0.0,,603
187,12,siaga3,persistence,2,603,601,0.0033112582781456954,0.001658374792703151,0.003316749585406302,0.996694214876033,603
187,24,p95,lstm,3640,55,2025,0.7777777777777778,0.6363636363636364,0.6425419240953222,0.014884979702300407,5665
187,24,p95,persistence,5368,263,297,0.9504249291784702,0.9055330634278003,0.9475728155339805,0.0467057361037116,5665
187,24,rise,lstm,96,6,509,0.27157001414427157,0.15711947626841244,0.15867768595041323,0.058823529411764705,605
187,24,rise,persistence,388,137,217,0.6867256637168142,0.522911051212938,0.6413223140495867,0.26095238095238094,605
187,24,siaga3,lstm,0,0,603,0.0,0.0,0.0,,603
187,24,siaga3,persistence,496,102,107,0.8259783513738551,0.7035460992907802,0.8225538971807629,0.1705685618729097,603
