stasiun_id,stasiun_nama,horizon,n_train,n_val,n_test,n_test_flag0,lstm_nse,lstm_rmse,lstm_mae,lstm_nse_flag0,lstm_rmse_flag0,lstm_mae_flag0,persistence_nse,persistence_rmse,persistence_mae,persistence_nse_flag0,persistence_rmse_flag0,persistence_mae_flag0,f1_p95,pod_p95,far_p95
107,P.A. Cengkareng Drain,1,9830,2857,11560,11269,0.9820037627982974,3.861978533387054,2.4939931085018623,0.9819630336151504,3.8325538967794595,2.476045052993616,0.9441775839996596,6.801791506374305,5.448931954243373,0.9419822555774734,6.873642543130704,5.54397592675612,0.888268156424581,0.8676671214188267,0.09012875536480687
107,P.A. Cengkareng Drain,6,9810,2857,11545,11254,0.7225342695161755,15.172310854407058,9.751468890297467,0.7212712332014193,15.074049443053205,9.683130121296118,-0.2934917299907016,32.7588678819236,27.292196258820336,-0.32800426834782126,32.90324825443963,27.43721133880633,0.5294605809128631,0.43579234972677594,0.32558139534883723
107,P.A. Cengkareng Drain,12,9791,2857,11527,11236,0.6786631503077407,16.329352395211426,10.575108776407903,0.6837294822862866,16.058728835936623,10.4753270126811,-1.384464707661584,44.48198353567374,36.926806124049556,-1.3962405220067002,44.20251844748615,36.67247342468062,0.4701130856219709,0.39808481532147744,0.4260355029585799
107,P.A. Cengkareng Drain,24,9755,2857,11493,11202,0.611467170879568,17.96336637574864,10.321375712270399,0.6221587663123425,17.559621193462817,10.156730957478851,0.48032297500529,20.774980557658346,12.844149434582741,0.4920366403572576,20.3599478370604,12.673644832027263,0.42870285188592455,0.31830601092896177,0.3436619718309859
126,P.A. Pulo Gadung 2,1,8431,1343,5761,5683,0.3633510513422401,20.774381531620097,12.745974277032605,0.3676098555503937,19.4503669820433,12.367763429347812,0.8564176058104064,9.865717730908068,4.161762590820047,0.8573920244790154,9.236494174385857,4.050684302109605,,,
126,P.A. Pulo Gadung 2,6,8414,1338,5751,5673,-0.1313844538682749,27.714888091721445,17.263205694410807,-0.16349891208267642,26.402875677175977,16.875939135138502,-0.0226297606782202,26.34918820957979,12.759532641666182,-0.05932067968681598,25.193120576585212,12.382925945511879,,,
126,P.A. Pulo Gadung 2,12,8396,1332,5739,5661,-0.20804393146503442,28.665496090605078,14.62719946688192,-0.22221899188201566,27.0867531358984,14.162120869237867,-0.4319167913377193,31.208794180078883,14.633093260537066,-0.48431530059102146,29.85008126912001,14.1905214037567,,,
126,P.A. Pulo Gadung 2,24,8360,1320,5723,5637,-0.4761074153159195,31.726185698824562,17.152966713542558,-0.5427520080254411,30.484636973514032,16.724246981821683,-0.5926899278204691,32.955241437408326,13.333140017029585,-0.686746943294551,31.87556807211177,12.931727376658191,,,
140,P.A. Marina Ancol (Laut),1,10065,2857,11755,8702,0.9850350091464704,5.625693502223986,3.895913158106426,0.9741640059644134,4.591078187587752,3.1603060743758147,0.9758719829095929,7.14329614505801,4.791178222033178,0.9268363311934049,7.725913452536669,6.157640006128859,0.9130747126436781,0.9039829302987198,0.07764876632801161
140,P.A. Marina Ancol (Laut),6,10055,2857,11750,8697,0.8884071307694832,15.36332855249367,11.121568514500678,0.7963354085266884,12.89210062940328,9.292222702980139,0.5094516366601546,32.211282131301424,23.179672340425533,-0.6181060964959466,36.33870268241545,29.88744202981871,0.6972715461238631,0.5729537366548043,0.10951327433628319
